,Region,Soil_Type,Crop,Rainfall_mm,Temperature_Celsius,Fertilizer_Used,Irrigation_Used,Weather_Condition,Days_to_Harvest,Yield_tons_per_hectare
1516,West,Clay,Rice,694.6022272741998,36.47544509539929,False,True,Sunny,94,4.974821615962417
1517,West,Loam,Soybean,489.9915842151794,29.079570663651523,False,True,Cloudy,143,4.816461507772019
1518,North,Loam,Barley,526.7182334377474,16.80050759867684,True,False,Cloudy,78,5.1304571013972025
1519,North,Clay,Rice,191.61081327811468,34.23115329266895,True,True,Cloudy,94,3.741040192933532
1520,West,Peaty,Soybean,420.10725415819326,22.93497661953417,True,False,Cloudy,101,3.871118836578523
1521,West,Clay,Barley,568.188488948816,19.286411063237228,True,True,Sunny,112,6.153289445849924
1522,North,Peaty,Cotton,998.8746732902212,37.04302539723143,False,True,Sunny,138,6.726275811589716
1523,West,Peaty,Soybean,506.4335193471027,27.8654344796776,True,False,Sunny,78,4.588272081139633
1524,West,Sandy,Barley,634.0500063311189,34.668948592969585,True,True,Sunny,108,6.217875541376388
1525,East,Clay,Cotton,509.8264416313235,21.43382046202846,True,False,Rainy,74,4.5750686138350085
1526,West,Peaty,Rice,742.9138298857431,27.217453130545216,False,True,Sunny,66,6.320785064578714
1527,South,Loam,Maize,401.2998755421331,27.47590233461622,True,False,Rainy,72,3.844239527976805
1528,East,Sandy,Cotton,763.1805195074012,22.549999122292878,False,False,Cloudy,63,4.176113484815697
1529,South,Clay,Soybean,420.6287512475801,33.55919784452317,True,False,Rainy,139,4.051460456699939
1530,West,Silt,Soybean,266.28995010209127,31.90394470676099,False,False,Cloudy,129,2.041883859883201
1531,North,Peaty,Rice,954.5867048258344,29.016905473216656,True,True,Rainy,131,7.778653305809018
1532,East,Loam,Cotton,146.23423426095016,37.18084004488266,True,False,Sunny,137,3.192584317627591
1533,North,Silt,Wheat,844.3195751723096,27.71794954627921,False,True,Rainy,75,6.27692098141993
1534,East,Loam,Cotton,479.7646549488046,25.597039766359263,True,True,Sunny,136,5.289770576290121
1535,North,Sandy,Soybean,876.1372701653024,26.587316009057027,False,True,Sunny,136,5.95676166186787
1536,East,Peaty,Rice,342.5860509848537,18.2439057700405,True,False,Rainy,85,2.989481922840246
1537,East,Loam,Maize,828.1061580688707,34.36287846369612,True,False,Cloudy,148,5.926958001098621
1538,South,Clay,Rice,526.8135245794201,29.63411841711067,True,False,Cloudy,116,3.8442451590077775
1539,North,Sandy,Rice,260.0540078385732,20.17652795010762,True,False,Rainy,83,3.1439144568004327
1540,South,Clay,Cotton,958.0757755587664,29.61051736750006,True,False,Sunny,118,7.762640931031484
1541,South,Clay,Rice,529.0287651737151,35.73367392916303,True,False,Sunny,128,4.954182068436103
1542,North,Peaty,Cotton,441.43631703822376,36.54843584210966,False,False,Sunny,103,3.001519363356369
1543,East,Loam,Rice,954.5093703853148,32.25215115489426,False,False,Rainy,141,5.126464193806404
1544,South,Clay,Cotton,911.7451517280518,38.51065004889773,True,True,Sunny,90,7.901004377821648
1545,North,Loam,Rice,113.94290636251743,22.334738624228027,False,True,Sunny,126,2.093031117807061
1546,East,Peaty,Wheat,642.7271578073173,37.89938964709933,True,True,Cloudy,83,5.875859864246972
1547,South,Silt,Soybean,291.0101741370368,39.90360352104341,True,True,Sunny,141,4.441393269875942
1548,South,Clay,Maize,359.8717416148936,20.829217167825583,False,False,Sunny,123,2.201537472326572
1549,South,Clay,Maize,757.6105836477827,21.42797839355251,True,True,Sunny,63,7.177730238248133
1550,East,Clay,Barley,140.24809321257055,26.07812212576737,True,True,Rainy,132,4.765601344179801
1551,South,Silt,Barley,543.2039280211301,38.37647786985857,True,False,Cloudy,93,5.525723138927468
1552,East,Clay,Cotton,105.64989003564052,20.54056356660147,False,True,Cloudy,66,1.69500913744942
1553,West,Clay,Maize,442.0870387137249,19.6474189879926,False,False,Rainy,60,4.229670807733463
1554,South,Silt,Cotton,828.7956278901528,30.78563193756788,False,True,Cloudy,113,5.665527477828519
1555,West,Chalky,Wheat,914.466340560494,29.62867466121358,False,True,Cloudy,108,6.576281968019114
1556,North,Sandy,Maize,517.49659360687,28.73393471530653,False,False,Cloudy,94,3.3132699985260463
1557,South,Chalky,Barley,676.9519825340517,25.603675915434906,True,True,Sunny,88,6.435884782416025
1558,North,Chalky,Cotton,695.2239052929489,31.5584491108232,False,False,Rainy,90,3.494573882359034
1559,North,Silt,Soybean,737.8149313117879,34.3104858932095,True,False,Cloudy,111,6.972117600704099
1560,North,Clay,Barley,749.2225202082298,32.4456102982725,True,True,Sunny,106,7.432923062404931
1561,West,Loam,Soybean,472.6965050106224,34.818587941006925,True,True,Rainy,119,5.148177512975536
1562,East,Chalky,Rice,527.7361676734915,35.645375462371206,True,False,Sunny,77,5.358483761470651
1563,West,Chalky,Maize,298.0358453243615,31.74047540561209,True,False,Cloudy,78,3.999221330481485
1564,West,Clay,Maize,675.173791120492,21.05203820893356,False,True,Cloudy,110,4.909571991458495
1565,North,Clay,Soybean,100.42520369762006,20.55019785549986,True,False,Sunny,137,2.296054608716954
1566,South,Loam,Cotton,763.004587594917,38.43851779338347,True,True,Sunny,120,7.208295681492879
1567,East,Silt,Wheat,448.9222491746048,37.60249380226256,True,False,Rainy,142,4.445442267601336
1568,North,Peaty,Barley,399.71551583992,21.86492718265013,False,False,Cloudy,143,2.3074939122607683
1569,East,Silt,Maize,258.40115569005263,27.317520908805097,True,False,Sunny,140,3.5311024029788887
1570,West,Loam,Rice,447.3794905744049,19.188837456050035,False,True,Rainy,147,2.9997028542627904
1571,East,Chalky,Maize,759.6405717261077,15.456894951487229,True,True,Sunny,145,7.246773678238207
1572,East,Peaty,Barley,575.2809611421624,16.256604321329082,False,False,Rainy,101,3.1878917751610465
1573,South,Sandy,Rice,717.6983218208511,28.36315482956404,False,True,Rainy,79,5.104085320001991
1574,North,Peaty,Wheat,258.2050630222061,17.159993422995,False,True,Rainy,125,2.329474470123285
1575,East,Sandy,Soybean,173.11457011904324,36.61761272411164,False,False,Cloudy,107,1.366270538908618
1576,East,Peaty,Wheat,799.9360168460186,36.4206730490738,False,True,Cloudy,109,5.828261259288349
1577,West,Sandy,Maize,895.6464303885668,34.881932268821934,False,False,Cloudy,107,4.830756810067006
1578,West,Sandy,Barley,195.49839475994517,24.39888386744247,False,True,Rainy,64,3.343218349394548
1579,East,Silt,Soybean,627.7666091290798,39.76729068574153,False,True,Sunny,89,5.747999930114176
1580,North,Chalky,Wheat,948.9175798441312,17.958856119099142,False,False,Cloudy,76,5.077232914218242
1581,East,Peaty,Maize,832.0932285285387,32.19088820652748,True,False,Sunny,144,6.658003025102752
1582,East,Chalky,Wheat,784.5064637825097,37.84891973019308,False,False,Sunny,74,5.020066486442588
1583,South,Clay,Rice,450.101984396043,34.508493949659815,False,False,Sunny,144,2.4706109726442853
1584,North,Chalky,Cotton,596.7597759585851,36.69227131651153,False,False,Rainy,132,3.305911976371724
1585,South,Chalky,Wheat,262.83377301634295,28.41047518656641,True,True,Sunny,135,4.34142412888277
1586,North,Chalky,Cotton,870.5761935791131,36.67902058100721,False,True,Sunny,65,6.162296102861885
1587,North,Peaty,Cotton,768.15102228355,19.21689542113923,True,True,Rainy,72,6.575847181353577
1588,North,Chalky,Soybean,824.8037449366199,19.48641403808524,False,False,Rainy,97,4.239017163222958
1589,South,Silt,Maize,748.4869659124248,38.493646128095705,False,False,Cloudy,119,4.400907618518626
1590,South,Clay,Rice,309.6391129362128,30.76917446747949,True,True,Sunny,128,5.761183833020375
1591,South,Sandy,Barley,251.0268917073545,35.19249196543963,False,False,Cloudy,78,2.006762718991148
1592,West,Silt,Wheat,703.6348741109499,23.270896507228517,True,False,Rainy,65,6.402318082720056
1593,South,Peaty,Wheat,114.7017316108498,39.630639700318255,False,True,Sunny,97,1.98862839982867
1594,West,Sandy,Barley,369.3514872926033,33.08518214017944,True,True,Cloudy,105,4.641832178310912
1595,West,Clay,Barley,896.1527130623512,21.680157943164787,True,True,Sunny,135,7.467688998049277
1596,West,Chalky,Barley,956.9787014162428,28.360457942538,False,False,Cloudy,125,5.305627991844796
1597,East,Loam,Cotton,444.14599936697056,19.616358270228627,False,False,Cloudy,119,1.4540275390851405
1598,East,Peaty,Wheat,170.3513429393326,22.77849582980495,False,False,Sunny,112,1.431450888597973
1599,East,Peaty,Rice,971.3615467068436,20.669637480354343,True,False,Cloudy,70,6.638124366124331
1600,West,Sandy,Cotton,950.5533524474256,25.152573821034487,False,True,Cloudy,100,6.038523058071354
1601,West,Sandy,Maize,296.3891878670132,33.48641970104427,False,False,Rainy,60,1.7648723174868506
1602,North,Clay,Cotton,364.1516859173565,27.277728756102704,True,False,Cloudy,69,4.041329956836481
1603,West,Peaty,Maize,187.6552742467574,39.91907966974373,False,False,Sunny,61,1.615265486565069
1604,East,Peaty,Cotton,262.18097186372086,37.01814575472871,False,False,Rainy,86,1.891294314828788
1605,West,Loam,Barley,425.4617913561647,33.20046396019581,True,False,Sunny,87,5.419701672853634
1606,West,Silt,Soybean,793.7707869828533,23.027957155845694,False,False,Rainy,114,4.772214284941854
1607,North,Sandy,Soybean,485.92143865919553,19.23431439987493,True,False,Sunny,131,4.313099584942709
1608,West,Silt,Cotton,990.109848117312,22.14888328595421,False,False,Cloudy,117,6.219087386958904
1609,South,Chalky,Maize,400.3374587265913,33.97714860717248,False,True,Cloudy,138,3.9079867328013966
1610,North,Chalky,Soybean,548.0697416506866,28.468427580900595,True,False,Cloudy,116,4.722098201243806
1611,West,Loam,Cotton,456.4145058546989,18.350363939022923,True,False,Rainy,101,4.742888490758211
1612,West,Loam,Cotton,507.0539001209394,32.543161810445994,True,False,Rainy,124,4.16590131689973
1613,North,Chalky,Maize,486.6322042643129,38.045403407595856,False,True,Sunny,86,4.5148416180422695
1614,West,Chalky,Maize,775.1714011446627,28.50134512423469,False,False,Cloudy,60,5.142136360516008
1615,East,Clay,Barley,644.6119341840405,39.504078448141854,False,False,Sunny,114,4.172257630881098
1616,South,Silt,Maize,414.9177329891252,35.515973296102985,False,False,Rainy,109,3.3817634847713136
1617,South,Sandy,Barley,236.1833533166459,31.27803539108281,False,False,Rainy,102,2.0645891659249704
1618,East,Sandy,Soybean,634.0822677278092,19.89876205990155,False,False,Sunny,99,3.139002659665227
1619,West,Loam,Rice,949.697373163247,31.51214642509728,True,True,Rainy,135,7.915578611581396
1620,West,Sandy,Wheat,531.9011234437189,38.905542127785495,True,True,Rainy,80,5.207464685847956
1621,South,Silt,Rice,248.13305170655457,27.743662486730344,False,False,Rainy,62,2.3741029056312217
1622,West,Silt,Soybean,205.1878742426657,33.82776166599885,True,False,Sunny,99,2.7970356886802383
1623,South,Silt,Rice,432.2116610593783,15.63401304681994,True,False,Sunny,117,3.5236560188033024
1624,South,Chalky,Wheat,458.2368825224361,21.321228910399643,True,True,Sunny,72,6.051433709293358
1625,East,Sandy,Wheat,655.113760178596,29.85631269406212,True,True,Rainy,60,6.643749066900713
1626,South,Sandy,Wheat,822.6751406728217,39.21674781198722,False,False,Sunny,91,4.461458187458208
1627,West,Peaty,Rice,615.767544386317,37.88078677491414,False,True,Rainy,97,4.80334793385339
1628,West,Loam,Barley,116.7058150075241,25.73832572364143,True,True,Rainy,129,3.081062454958259
1629,North,Silt,Soybean,806.0148525232809,31.450158872423035,False,True,Sunny,133,5.391812178921078
1630,West,Chalky,Maize,899.2609168698742,22.72727748016466,True,True,Rainy,91,7.7632667158550355
1631,North,Clay,Maize,997.2627158429872,17.14151639331972,False,True,Cloudy,109,6.102115209655802
1632,South,Peaty,Cotton,944.1367122312264,22.58112487182295,True,False,Cloudy,133,6.519943453813203
1633,West,Loam,Cotton,129.606713666775,36.69092248148426,True,False,Sunny,135,3.1168719420635496
1634,East,Clay,Maize,148.60608242729677,28.60359916566789,True,True,Rainy,89,3.8118873420656514
1635,East,Silt,Soybean,311.2892731845166,32.50118892025711,True,True,Sunny,102,4.807967392697451
1636,East,Peaty,Barley,906.94428355018,23.74066898410184,True,False,Cloudy,113,6.597558626711376
1637,South,Sandy,Wheat,919.166269793186,35.77900464336527,True,False,Sunny,60,6.574882378642221
1638,South,Sandy,Wheat,143.3913601301146,21.074719466861648,False,True,Rainy,140,2.097951081511229
1639,North,Loam,Maize,730.2707751986792,19.37169502053616,False,False,Sunny,127,3.8688747251641473
1640,East,Clay,Cotton,660.3259668460239,28.45318789156872,True,False,Sunny,114,4.749676020215163
1641,North,Chalky,Barley,349.63443681179814,32.40260597198715,False,True,Rainy,81,2.9390501429725733
1642,North,Clay,Maize,976.1496178878194,29.319767645038347,True,False,Cloudy,74,7.167501353462808
1643,West,Clay,Soybean,696.3129943456385,24.21099684973032,False,True,Cloudy,113,5.925886605225462
1644,West,Peaty,Maize,610.4801395555792,24.19215669440801,True,False,Sunny,103,4.588159185119094
1645,East,Loam,Soybean,881.1908824320815,29.159354553124597,True,True,Rainy,82,7.969284409626892
1646,South,Chalky,Cotton,376.7705518031248,35.45345732642312,False,False,Rainy,96,1.8014403992357515
1647,West,Clay,Rice,345.7546888918039,20.61548292186701,True,True,Sunny,73,5.41422117107643
1648,South,Clay,Barley,913.672207086202,22.586663249629392,True,True,Rainy,130,7.518159386042055
1649,North,Chalky,Wheat,327.7889292565964,31.23102660367664,False,True,Rainy,71,4.150599717647051
1650,North,Silt,Cotton,147.44847782736696,21.844831680377368,False,True,Rainy,132,1.9467195413291336
1651,North,Peaty,Maize,430.6495310690095,15.75729865125123,True,True,Sunny,74,4.927997995906664
1652,North,Silt,Soybean,190.53855357919628,25.751292588771012,False,True,Sunny,102,2.5037945822485
1653,East,Clay,Rice,750.190737950868,37.49046066269144,True,False,Cloudy,133,6.299483143778247
1654,North,Clay,Cotton,415.77370644075086,30.32991854656015,False,True,Rainy,111,3.487344358172934
1655,West,Peaty,Cotton,912.8743554752876,29.520507666383097,True,False,Cloudy,136,6.964654271753457
1656,North,Silt,Wheat,781.3213780059491,20.80363670387088,True,True,Sunny,65,7.508467082301667
1657,South,Chalky,Cotton,182.72338092859525,24.366011970592723,True,False,Cloudy,114,2.265662714351415
1658,West,Chalky,Rice,317.9617288592866,37.27323804309661,False,False,Cloudy,75,2.582309346246726
1659,South,Peaty,Barley,717.0493678153604,24.92483436760853,False,True,Sunny,127,5.894893242833766
1660,South,Sandy,Rice,583.0645255296406,36.81087397028647,False,False,Sunny,134,3.1711540542756413
1661,East,Silt,Soybean,247.78571264267123,31.916972506469907,False,True,Cloudy,90,2.8650602908549767
1662,East,Chalky,Cotton,536.0414046058904,16.14779667847718,False,False,Sunny,73,3.5211091955054923
1663,South,Peaty,Rice,425.1009450650754,17.8687541849398,True,False,Rainy,111,3.773971003882697
1664,South,Sandy,Soybean,781.748924771533,34.220913973791745,False,True,Sunny,92,6.2025328623687175
1665,North,Sandy,Soybean,166.30703750996116,18.490112568395787,True,True,Sunny,119,3.59185574605873
1666,West,Sandy,Barley,591.8857683395977,38.983221685964224,True,True,Rainy,128,6.830563076579076
1667,North,Loam,Maize,819.3151415681931,35.21482566588248,False,True,Cloudy,108,5.265891722871066
1668,East,Sandy,Soybean,732.8871466261608,32.48990142329697,False,False,Cloudy,104,4.218019032134409
1669,East,Silt,Cotton,962.948693490182,25.22928112664384,True,False,Cloudy,80,6.43388676907378
1670,North,Loam,Maize,244.9652867177473,33.664527030168955,False,True,Rainy,86,2.773124797410401
1671,West,Clay,Soybean,479.1005153951903,34.96393828390845,True,True,Rainy,101,6.884837814913743
1672,South,Clay,Maize,541.3014638410212,25.308306605936107,False,False,Sunny,76,3.1230689039993966
1673,North,Chalky,Soybean,625.1964722254629,34.59300345462176,True,False,Cloudy,108,5.6430836235064845
1674,East,Sandy,Wheat,144.07847402696677,22.84286583903002,True,True,Rainy,67,3.926726635255815
1675,West,Clay,Rice,737.7052309753286,15.209274488210736,False,True,Sunny,136,4.839179976528719
1676,East,Silt,Soybean,472.3775252037126,24.736449764287816,False,False,Sunny,101,3.087933954225588
1677,West,Peaty,Maize,196.77934176756108,17.594367681180685,False,False,Sunny,93,1.8138060028484693
1678,West,Silt,Wheat,473.1465732737549,19.459802658420973,False,False,Cloudy,144,1.936190969329944
1679,West,Loam,Barley,426.1974518750274,39.421516095085,False,False,Sunny,114,3.442769624431977
1680,North,Chalky,Maize,183.86015320494,25.045453274163755,True,True,Sunny,99,4.472444789910329
1681,North,Silt,Cotton,199.6182464219321,33.522952736826554,True,False,Rainy,90,3.593452211928611
1682,North,Loam,Maize,682.8255067933402,19.90485004037753,False,False,Sunny,132,3.952260292155517
1683,West,Loam,Soybean,942.4456163820022,21.20205348092752,False,False,Sunny,145,5.493441660566846
1684,West,Clay,Maize,535.0407097281192,31.948694915378024,False,True,Cloudy,136,4.25218828195959
1685,East,Sandy,Soybean,135.43518525929102,18.69289451156824,True,False,Cloudy,133,2.6231059505948373
1686,South,Chalky,Rice,131.9136606051621,17.270418127089556,False,False,Cloudy,140,0.8762271495001787
1687,North,Loam,Barley,370.2342456243653,18.05681621746161,True,False,Rainy,92,3.361228353023837
1688,West,Silt,Cotton,253.05588841838264,29.87203872962539,True,True,Rainy,134,4.86061558576152
1689,East,Silt,Rice,414.3208446511392,29.41337645308137,True,False,Rainy,146,4.399354385436674
1690,East,Silt,Wheat,235.51698675198116,16.506692072075204,False,False,Sunny,78,1.265342977431424
1691,East,Silt,Barley,721.475080876251,27.31149474622721,True,False,Sunny,140,5.542772318569916
1692,North,Peaty,Maize,168.50871135731452,32.63043123284251,False,True,Sunny,105,2.3605839996843474
1693,North,Chalky,Barley,452.22356163411297,16.729265149157143,True,True,Sunny,128,4.662642210841171
1694,South,Clay,Wheat,925.1370858862074,31.938105781864905,False,False,Rainy,125,6.048803270955438
1695,East,Chalky,Soybean,920.9196218630576,35.91794326632305,True,True,Sunny,63,7.319304652044083
1696,North,Peaty,Rice,763.9697939357837,38.0672766024298,False,True,Rainy,94,6.198692431407519
1697,East,Sandy,Cotton,263.8219524835422,35.31651649889844,False,False,Sunny,149,1.8525112847911969
1698,West,Peaty,Soybean,774.347121563719,25.507692185967187,True,False,Sunny,91,6.239846303134252
1699,East,Loam,Rice,220.3558403680464,37.45963857965182,True,False,Sunny,82,3.000154278066252
1700,South,Silt,Wheat,306.88398437404646,36.6794635462992,True,False,Cloudy,120,4.022248507283983
1701,North,Loam,Barley,207.45138928585757,28.754319218035192,True,False,Sunny,149,3.085840416882669
1702,West,Silt,Wheat,629.0757437068285,20.645265434886312,True,True,Sunny,144,6.4667771072425575
1703,North,Sandy,Maize,192.49645811201967,30.02356535978973,False,True,Sunny,107,3.0896684484910346
1704,West,Sandy,Soybean,431.83494735843936,17.40362856738113,True,False,Cloudy,78,3.954567016569728
1705,East,Peaty,Rice,669.5978507599444,36.3382577069373,True,True,Rainy,74,7.104781301826537
1706,East,Sandy,Maize,910.0480070566132,26.228124197734797,False,True,Sunny,146,6.149138617172625
1707,South,Silt,Barley,306.683924253699,22.03162521900757,True,True,Rainy,73,4.202227250389453
1708,South,Peaty,Barley,781.149965529213,23.059929328132935,False,True,Rainy,115,6.383252081147543
1709,West,Silt,Soybean,862.5763625812833,38.72879168814932,True,True,Sunny,142,8.085937925682495
1710,South,Chalky,Soybean,750.0399424114262,17.961720532008624,False,False,Rainy,125,4.937532534644507
1711,South,Chalky,Maize,978.6361333312768,29.276231048292995,True,True,Rainy,105,8.767911601966766
1712,South,Silt,Wheat,120.23964320045248,18.569746608201463,True,False,Rainy,144,1.884627236142264
1713,South,Peaty,Rice,345.0506333423866,19.647929516382,False,False,Rainy,81,2.799612466467188
1714,East,Clay,Wheat,731.4214724868506,30.584730119249244,True,False,Rainy,125,5.385439449209099
1715,South,Clay,Soybean,285.9634385318529,30.88291155056215,False,False,Cloudy,88,1.4433604162956382
1716,East,Silt,Maize,418.8722582664032,16.26848672293463,True,True,Cloudy,133,5.586519665508029
1717,East,Silt,Wheat,353.27966399857394,29.94409558817708,False,True,Rainy,139,4.240146437927922
1718,North,Silt,Rice,830.4215650256281,36.13053771087191,True,False,Sunny,89,6.484250701476827
1719,East,Peaty,Rice,767.3186658132119,34.47028989297527,False,False,Rainy,121,4.090876681977205
1720,East,Sandy,Wheat,163.0898790700491,28.94752737588677,False,True,Cloudy,123,2.252260145509476
1721,South,Silt,Barley,523.5839441884743,36.63692352190414,False,False,Sunny,135,2.754990590046698
1722,East,Peaty,Wheat,888.8255851863531,20.055879860873336,True,False,Cloudy,143,6.138812219844752
1723,West,Chalky,Barley,201.9094983161301,23.31277580824061,True,False,Rainy,86,2.7948127447448687
1724,South,Silt,Wheat,850.6540980200645,18.756022111302823,False,True,Sunny,141,5.754961788520571
1725,South,Peaty,Wheat,625.8169648082736,23.012362257004767,False,True,Sunny,86,5.575989323195217
1726,South,Silt,Maize,232.99330691619173,34.23666659399899,False,True,Sunny,67,3.882261459386467
1727,North,Chalky,Barley,162.1735791496228,34.14444746437516,True,True,Sunny,81,4.524967009410218
1728,South,Clay,Soybean,437.8637749505597,36.31075291093694,False,True,Cloudy,112,3.173299177504957
1729,East,Sandy,Soybean,971.8885753063256,22.7707044845278,True,False,Sunny,137,6.57506836055872
1730,West,Silt,Cotton,739.5698858697524,25.220831955838623,True,True,Cloudy,105,6.706427782262992
1731,South,Peaty,Rice,124.47865037288214,33.898817856267165,True,True,Sunny,122,3.581025972988244
1732,South,Sandy,Cotton,160.76376274709978,15.203922098345434,False,True,Cloudy,107,2.2503471288757257
1733,West,Peaty,Soybean,821.3244933983408,24.515037146307293,False,True,Cloudy,61,6.031864567873284
1734,South,Peaty,Soybean,155.1484043105918,28.867588438193213,True,False,Sunny,131,2.888587704904867
1735,North,Loam,Maize,369.7281563285125,36.18673325060262,False,True,Sunny,112,3.009804434949656
1736,East,Silt,Rice,708.7013605428725,39.36410223100799,False,False,Rainy,93,4.49099654223294
1737,West,Clay,Cotton,341.16013688917656,32.52618989339836,False,False,Rainy,106,2.253485210692364
1738,West,Silt,Barley,320.51991446707734,18.01260293350911,False,False,Rainy,116,1.7093244750586811
1739,North,Sandy,Maize,343.1638792120639,16.598251047226384,True,False,Sunny,131,3.007093814030844
1740,East,Clay,Cotton,711.4625810637449,37.33242032595679,True,False,Sunny,77,5.845847639142381
1741,North,Chalky,Maize,189.24204771659768,31.526102221678567,True,True,Cloudy,111,4.40321797459328
1742,East,Chalky,Maize,429.1563470713663,21.77807113203773,True,True,Sunny,70,5.553043647299088
1743,North,Chalky,Maize,275.65313512501507,24.358130231771568,False,True,Rainy,130,2.905042716463758
1744,South,Chalky,Wheat,971.0297625483328,27.06267881807414,True,False,Rainy,93,6.4068936683215885
1745,North,Sandy,Barley,828.1274938600864,23.369907259498024,True,False,Cloudy,65,6.253486379822905
1746,West,Chalky,Cotton,844.0886059924306,17.781883101842542,True,True,Sunny,133,6.438244394491221
1747,West,Sandy,Barley,881.7230537867722,35.26964207770689,True,False,Sunny,133,6.53115297384656
1748,West,Sandy,Maize,650.5081888541165,32.1645772372233,False,True,Cloudy,95,5.330688386105613
1749,North,Clay,Rice,707.5389748807145,22.156492586200045,False,False,Rainy,130,3.8020399505938975
1750,West,Clay,Soybean,578.5410259999101,33.650922567158204,False,True,Cloudy,107,4.685915710590917
1751,West,Peaty,Barley,883.0001751402503,18.301498379506683,True,False,Rainy,66,6.705513032539281
1752,South,Chalky,Barley,412.908572722905,33.07181906452321,False,True,Rainy,108,4.020576273597261
1753,South,Sandy,Maize,814.4568765736752,15.573028576841804,False,False,Sunny,145,3.623875829354316
1754,East,Peaty,Rice,204.90215456632103,34.62295288024348,False,False,Rainy,108,2.1775065283810013
1755,East,Chalky,Barley,512.1832129181673,27.065764414397695,False,True,Sunny,105,3.641633746961864
1756,East,Sandy,Cotton,675.9475262340949,34.99040745995541,True,False,Rainy,110,5.461005425673215
1757,North,Peaty,Wheat,227.93847870050843,29.72509986921278,False,False,Rainy,147,1.9511770684102496
1758,East,Clay,Barley,162.11986826426406,35.44061296340125,True,True,Cloudy,142,4.935148718184096
1759,North,Peaty,Cotton,507.7916746378208,35.61315288111293,True,True,Sunny,83,5.538878620394348
1760,North,Silt,Rice,393.8056922471452,31.477108815952292,True,False,Cloudy,129,4.401762681040307
1761,East,Chalky,Rice,967.129690343107,36.44275762555963,True,True,Rainy,98,7.96658774245927
1762,East,Chalky,Maize,249.65782996721217,39.1459288713038,True,True,Rainy,127,4.141458883694572
1763,North,Silt,Maize,155.9801760087493,22.4631173035372,False,True,Cloudy,125,2.2871703708631244
1764,South,Silt,Soybean,919.4169669596772,30.39481181155979,True,True,Sunny,102,7.325925888896348
1765,West,Clay,Wheat,573.1707493955139,18.417148446341468,False,False,Sunny,120,3.351342942036404
1766,West,Chalky,Maize,736.5431536925561,32.76586603543714,False,False,Sunny,91,4.667966343085492
1767,West,Sandy,Wheat,828.353250515801,29.684007727752032,False,False,Sunny,104,4.877222803310184
1768,South,Chalky,Rice,188.22703780927355,37.09081902609138,False,True,Cloudy,135,2.194032430226105
1769,North,Clay,Soybean,640.1328794670115,36.94782302576284,False,False,Sunny,77,3.939916084508313
1770,East,Silt,Barley,231.43517204353583,31.15801425038491,True,True,Cloudy,87,3.92797000395933
1771,North,Sandy,Rice,898.0975505018635,25.57570812201199,False,True,Sunny,114,5.714725545727289
1772,North,Peaty,Soybean,282.6441650165375,26.37177106775524,False,True,Rainy,70,3.3076737772571434
1773,East,Silt,Soybean,236.4448368898892,33.33662708976414,False,False,Sunny,87,1.3133810019627514
1774,South,Sandy,Soybean,958.9728206483356,25.18900314170331,False,False,Sunny,89,4.778823638283603
1775,West,Peaty,Soybean,827.1372912088079,29.17871222553288,True,True,Rainy,96,7.625625819616711
1776,West,Silt,Wheat,530.1281334963969,20.216184507111137,False,True,Sunny,115,5.123257333244525
1777,North,Sandy,Maize,684.5861713947866,30.92751522258097,True,True,Sunny,103,6.869804502430501
1778,South,Loam,Wheat,363.79202179120256,39.4918657431776,True,False,Sunny,72,4.294346800617392
1779,West,Peaty,Rice,727.8262037220978,33.73489445979737,False,True,Cloudy,132,6.27507710715245
1780,South,Peaty,Rice,500.8708810446689,29.192285672577896,True,False,Rainy,73,4.656368598783337
1781,East,Clay,Maize,986.597215540784,25.59909436997953,False,False,Cloudy,126,6.050543206346799
1782,North,Chalky,Wheat,660.5528573785215,18.992621657686307,False,True,Cloudy,116,5.41796131899074
1783,North,Sandy,Soybean,804.655748742129,29.09078469517289,True,True,Cloudy,90,6.175971721301012
1784,South,Peaty,Maize,881.8198610639736,25.667820380865532,False,False,Rainy,143,4.482218508099775
1785,West,Peaty,Maize,739.2562074041082,37.932597556519454,False,False,Rainy,89,4.769158106380256
1786,South,Chalky,Barley,226.01784604678187,35.821933680183335,False,False,Rainy,135,1.3499956932367965
1787,East,Silt,Maize,464.76661297670864,37.58954540730248,False,True,Rainy,146,4.625631488469621
1788,West,Sandy,Soybean,827.7533545326647,18.46981033921433,True,False,Rainy,128,5.327857934021068
1789,West,Peaty,Maize,555.6209369751805,16.16594332333397,True,False,Sunny,111,4.617288135261497
1790,South,Clay,Cotton,390.19085634497793,31.364327451200065,False,False,Rainy,100,2.870378238765974
1791,East,Sandy,Maize,231.7809853963676,33.548799473020665,True,True,Rainy,119,4.494019144371943
1792,West,Loam,Soybean,594.4540190157672,34.692389092784225,True,False,Sunny,91,5.271609062672234
1793,North,Sandy,Soybean,563.7120665978291,26.326380423590077,True,True,Rainy,146,5.607919042273173
1794,East,Loam,Wheat,472.0380153768792,39.14065011201913,False,True,Sunny,105,5.188289479123028
1795,West,Loam,Rice,122.02173668157344,27.88712523654945,True,False,Sunny,123,2.618015434251695
1796,South,Chalky,Barley,453.6679361323009,37.33811710296304,True,True,Cloudy,133,5.525815321694002
